text,sentiment
سلام ضمن تشکر از آقای LINK دو تا موضوع را یادآوری کنم اول راجب اسم سریال که فقط با قسمت اول سنخیت داشت و دوم اون قسمت مربوط به سوریه و داعش که احساسات مردم را جریحه دار کرد ومردم را گریاند تا بخنداند وای کاش بجای داعش در سوریه روی مسائل دیگر مثلا مکانهای زیارتی میچرخید و میتوانست بیشتر مردم را شاد کند,neutral
امروز بهتاش رو نمیارید؟,neutral
لطفا بپرسید پایتخت شش راحله یا همون چو چانگ حضور دارن یا خیر,neutral
پایتخت شش رو اصفهان پر LINK کم ابی,neutral
چرا سریال کم درست شده قرار بود بیشتر باشه چرا تو پانزده قسمت بود,negative
تبریک میگم تولد اقای تنابنده را و هم چنین تولد خاتم ریما رامین فر...,positive
زن پنجعلی چیشد؟ بائو چی شد تو فصل ۴,neutral
از آقای تنابنده بپرسید اگه قرار باشه کسی به جز ایشون نقش نقی معمولی را بازی کنه انتخاب ایشون کی بود؟,neutral
ایا سارا نیکا خارجی هستن,neutral
چقد خوبه پایتخت,positive
سارا نیکا چرا هیچ دیالوگی ندارن؟؟,negative
چرا تو برنانه زنده با لهجه نقی حرف نمیزنن ???,neutral
باسلام خسته نباشید به همه پایتختی‌ها,neutral
ارسطو زن میگیره؟؟؟,neutral
اون تیکه رو چرا سانسور کردن؟,negative
چرا ترکیه و سوریه؟ این همه پتانسیل وجود داشت تو مازندران و داخل کشورمون. مثلا دغدغه‌های بهتاش. یعنی اجبار موسسه اوج بود برن سوریه؟؟ شفاف سازی کنن لطفا.,negative
اون روح آرکان که هی میدی هما قضیش چی بود؟,neutral
سلام میشه بهشون بگین با خانوم رامین فر قسمت تقلب سارا و نیکا رو که نقی سرشون داد میزنه رو اجرا کنن,negative
اعلم یزید کی بود,positive
بپرس دیگهههخ,positive
ممنون بابت حضور بازیگران واقعا هنرمند پایتخت,neutral
سلام میشه بگید حسشون چیه,neutral
موفق باشن و بیشتر بدرخشن,positive
چرا سارا نیکا کم حرف میزنن لطفا بپرسید,negative
میشه از آقای تنابنده بپرسید کی منتظر پایتخت NUM۱ باشیم؟,neutral
لطف کنید بپرسید خواب هما سعادت در مورد نقی چرا سانسور شد؟؟؟,neutral
بپرسید چرا سارا و نیکا دیالوگ ندارند و زیاد صحبت نمیکنند,negative
فهیم بدین به رحمت دیگع😂 😁,positive
چرا دیالوگ‌های سارا نیکا کمه انقدر,negative
هما استقلالی یا پرسپولیسهLINK,neutral
سلام. لطفا بپرسید اون غول بیابونی توی هواپیما رو چه جوری پیدا کردن؟؟,positive
میشه بپرسید از اقای تنابنده که با خندوانه ورامبد جوان اجازه گرفته_بود که شوخی کنه,positive
بهشون بگین پایتخت و در غالب سریال ادامه بدن و سینمایی نشه,negative
خانم هما چرا. امیر جعفری تو پایتخت کار نمیکنه,neutral
ازشون بپرسید الان مخشون درد نگرفته آنقدر به اون داعشب کله کوبیدن من مخم درد گرفت,neutral
تا پایتخت چند می‌سازن؟,neutral
با سلام میشه سوال کنید اگه قصه خوب معرفی کنیم استقبال میکنن یا اصلا میشه ایده داد واسه قصه ممنون,negative
مگه تنابنده بزرگ شده اسلامشهر نیست حتما بپرس,neutral
عه موهاتون کو آقای تنامنده,negative
دلیل استفاده نکردن کامیون تو این قسمت چی بوده؟,neutral
پایتخت یک سریال ویژه نوروز ی بود چیشد که اینقدر از نوروز فاصله پیدا کرد,negative
از هما بپرسید صحنه‌ای که داعشیا گرفتنشون به دختراش دوگفت حوری چه حسی داشت,neutral
سارا و نیکا چرا کم دیالوگ دارن,negative
اقای رشیدپور سوال کنید چرا سارا نیکا کم دیالوگ هستن در تمامی فصل‌ها,negative
از اقای تابنده بخواین یتیکه از نقی اجرا کنه,positive
میشه بپرسید بازیگران نقش داعش چگونه انتخاب شدن,neutral
ازشون خواهش کنین پایتخت سینمایی نشه.. ودر غالب سریال ادامه پیدا کنه,neutral
سلام بایدازمردم خوب مازندران تشکرکردکه برخورد خوبی با سریال داشتن اگر مثل بعضی از اقوام زود ناراحت میشدن مطمئن باشید باشکست روبرو میشد,neutral
چرا خشاب ندادین به رحمت؟ 😂,positive
لطفا بپرسید چرا اون داعشی‌ها یه تیر نزدن اصن بهتون؟,neutral
ازشون بپرس چرا موقعی ک توی دریا غرق شدن همشون سالم موندن و روسری هاشون یک وجبم اینور اونور نشد😞,neutral
سلام بگین که با حالت نقی صحبت کنه دیگه اقا محسن جان,neutral
چطور میشه ایده جدید داد به آقای تنابنده در کارهای جدیدشون,neutral
درباره قسمت اول پایتخت۵میشه یکم توضیح بدین,neutral
درموردسکانس حذف شده صحبت بشه.,neutral
نه اتفاقا این اتفاق خوبیه که بسیار جدین در کار و این حرفه... البته که بسیار شوخ و شیرین هم هستند👍 😍 😍 😘 🌹 🌹,positive
چرا داعشیه از ده قدمی ماشین آرپیچی رو اشتباه زدن,neutral
فروردینیا کلا آدمای سخت گیرو سخت پسندین! خیلی ایده آل گران...,neutral
به آقای تنابنده بگید مگه ساعت و حلقه ارسطو تو دریا گم نشده_بود؟؟؟ چرا بعد از اون سکانس همش دستش بود,neutral
بگو مثل نقی حرف بزنه,positive
من عاشق شخصیت هما هستم و خواهم_بود,positive
اقای رشید پور لطفا اجازه بدید اون دوتا صحبت کنن نپرید وسط حرف,negative
ما همه جوره منتظره پایتخت ۶هستیم,neutral
چرا از تیکه کلامی هایی که مختص کارکتر‌های پایتخت هست استفاده نمیکردن؟؟؟ حذفش کردن چرا؟؟؟,negative
میشه بپورسید چه وقت پایتخت ۶پخش میشه,neutral
ازشون سکانس حذف شده رو بپرسید؟؟؟,neutral
قسمت سانسور شده چیا بودن؟,neutral
تو سری شیشب سارا نیکا یا دیالوگ بدن یا دوتا ادم با استعداد‌تر بزارن,neutral
عشق فقط نقی با سیبیل,positive
واقعا ترکیه رفتن؟؟؟ ❔❔❔❓❔❔❔,neutral
سری شیش ماه رمضون سال دیگ هم باشه عید نباشه نیسیم ببینیم سفریم,neutral
حلقه ارسطو که گم شده_بود بپرسبد چرا دستش بوددد,neutral
نقی بی سیبیل کیف نمیده بگو سبیل بذاره قشنگ تره,neutral
صحبت با لهجه نقی لطفااا,neutral
لطفا بگید اگر مرده حالا بره سوریه😂 😂 😂,positive
این برنامه تکرار داره,neutral
سکانس‌های حذف شده؟؟؟,neutral
هما چجوری اینقدر خوب انگلیسی میحرفید,neutral
چرا این اسم کوچکشو صدا میزنه,neutral
بهشون بگین دوباره چشمشون رو اون طوری کنند,positive
پایتخت ۶کی می‌سازین,neutral
خواهشا، انقدر وسط صحبت‌های خانم رامین فر نپرید خیلی بی شخصیتیه که حرفشون رو قطع میکنید,negative
